"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
15,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210704084019_photo2_4c221eadee32.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210704084019_photo2_4c221eadee32.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210704084019_photo1_4c221eadee32.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124021426_photo1_edd2f5913a1b.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124021426_photo2_edd2f5913a1b.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124021430_menu1_edd2f5913a1b.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210124021430_menu2_edd2f5913a1b.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604113840923_photo_BW9sDzzXNGz7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604113840965_photo_BW9sDzzXNGz7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200604113840965_photo_BW9sDzzXNGz7.jpg,","고냉지","고냉지정식/김치찌개+비빔밥/보쌈(중)/계란말이/김치찌개/","13,000원/7,000원/25,000원/7,000원/7,000원/","서민적인, 아침식사, 점심식사, 저녁식사","매일","오전 10시 - 오후 10시","서울특별시 서대문구 대현동 110-15","02-313-0845","데이트",0,0,0,0,0
16,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200619052838291_photo_.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200619052838291_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619052837398_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619052837881_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619052838674_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619052839069_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619052854890_menu_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200428175134_photo1_73c904dea5b7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200503133159_photo1_RkIkgWwNPS4w.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200503133159_photo1_RkIkgWwNPS4w.jpg,","비밀","크렌베리 캄파뉴/무화과 캄파뉴/얼그레이 사워도우/초코 사워도우/애기에기 스콘/순수우유 스콘/초록마차 스콘/","3,200원/3,500원/3,200원/3,200원/2,700원/3,000원/3,000원/","가성비좋은, 아침식사, 점심식사","월-금","오전 8시 - 오후 9시","서울특별시 서대문구 대현동 27-46","02-313-0877","이원일셰프, 간식",0,0,0,0,0
17,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210528012934277_photo_db8a67a03076.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210528012934277_photo_db8a67a03076.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210528012934611_photo_db8a67a03076.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210528012934891_photo_db8a67a03076.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210528012946430_menu_db8a67a03076.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200628073735_photo1_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200628073735_photo2_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200628073735_photo3_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200628073735_photo4_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200628073735_photo4_b67390846121.jpg,","파파노다이닝","와후 함바그 정식/샤케동 정식/오야꼬동 정식/치킨남반 정식/가라아게 정식/부타노쇼가야끼정식/사케노버터야끼정식/니꾸쟈가정식/마구로즈께동정식/아게다시토후정식/","9,000원/10,000원/9,000원/10,000원/9,000원/10,000원/10,000원/10,000원/9,000원/9,000원/","깔끔한, 점심식사, 저녁식사, 현장대기필요, 배달","월-금,토","오전 11시 - 오후 8시 30분 ((브레이크타임 15시~17시))","서울특별시 서대문구 대현동 34-51","02-364-0604","데이트",0,0,0,0,0
18,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210927060253119_photo_409e414d5701.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210927060253119_photo_409e414d5701.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923081950380_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923081951086_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923081950735_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923081949146_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923081949812_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210923082013985_menu_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210914115107_photo1_44769462241c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210914115107_photo1_44769462241c.jpg,","위샐러듀","레드풀 Red_Pool/뽀빠이 Popeye/풀문 Full_moon/루나 Lunar/징거 Jinger/","10,500원/11,000원/9,900원/10,500원/14,500원/","예쁜, 점심식사, 저녁식사, 지역화폐","매일","오전 11시 - 오후 3시 (추석_정상영업 라스트 오더 14:30)","서울특별시 서대문구 대현동 34-23","02-363-0113","혼밥",0,0,0,0,0
19,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200624021344_photo1_0d263f2f720d.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200624021344_photo1_0d263f2f720d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200624021349_menu1_0d263f2f720d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200317032106_photo1_fe02cc7f231a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200317032106_photo2_fe02cc7f231a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190122091230_photo1_hXaJAhsfDgQN.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180408105616793_photo1_369e9dde85d2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20180408105616504_photo0_369e9dde85d2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20170628112840434_photo1_16f51b062723.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20170628112840434_photo1_16f51b062723.jpg,","까이식당","치킨라이스.....보통/치킨라이스.....특/싱하맥주/콜라/","8,000원/12,000원/5,000원/2,000원/","이국적/이색적, 점심식사, 저녁식사","월-금","오전 11시 - 오후 3시 (런치 11시~ 재료소진시 조기마감)","서울특별시 서대문구 대현동 53-10","070-7570-0871","생활의달인, 혼밥",0,0,0,0,0
20,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210913084550_photo1_fc2419b171f1.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210913084550_photo1_fc2419b171f1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210913084550_photo2_fc2419b171f1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210913083519775_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210913083519435_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200705113635_profile_photo1_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200705113603_photo1_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200705113603_photo2_b67390846121.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200427045215941_photo_e5c80337788c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200427045215941_photo_e5c80337788c.jpg,","그릭데이","그릭요거트/","/","캐주얼한, 점심식사, 저녁식사","월-금","오전 11시 - 오후 7시 30분","서울특별시 서대문구 대현동 27-20","02-363-9222","간식",0,0,0,0,0
53,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200810122742_photo1_653c59bea0ed.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200810122742_photo1_653c59bea0ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200810122742_photo2_653c59bea0ed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200809054625275_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200809054625900_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200809054649421_menu_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200809054650277_menu_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200716090905_photo1_60bc26e8b7e0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200716090905_photo2_60bc26e8b7e0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200716090905_photo2_60bc26e8b7e0.jpg,","마포 곱 마포점","모둠구이/황소곱창/대창구이/막창구이/특양구이/염통구이/김치말이국수/","21,000원/23,000원/23,000원/21,000원/25,000원/15,000원/5,000원/","시끌벅적한, 저녁식사, 제로페이, 배달","월-금","오후 4시 30분 - 오후 10시","서울특별시 마포구 도화동 179-11","02-713-5201","술모임",0,0,0,0,0
54,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210105153002_photo1_PueNis1ySK8Q.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210105153002_photo1_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105153002_photo2_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105153002_photo3_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105153005_menu1_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210105153005_menu2_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102032239125_photo_511a23d00ae4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102032239389_photo_511a23d00ae4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102032239663_photo_511a23d00ae4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210102032239663_photo_511a23d00ae4.jpg,","복성각","짜장면/짬뽕/볶음밥/탕수육(S)/꿔바로우(S)/크림새우/","6,000원/7,000원/7,000원/16,000원/17,000원/30,000원/","가성비좋은, 점심식사, 저녁식사, 개별룸, 무료주차","매일","오전 11시 - 오후 10시 (Break time 15:00~17:00)","서울특별시 마포구 도화동 173","02-703-3700","가족외식",0,0,0,0,0
55,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210723094524168_photo_af42c476bd07.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210723094524168_photo_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210723094524478_photo_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210723094531925_menu_af42c476bd07.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210726142316_photo3_rMEpFk5FYxJN.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210523064555_photo1_gGXyOIMkVPdi.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210523064555_photo2_gGXyOIMkVPdi.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210523064555_photo3_gGXyOIMkVPdi.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210523064555_photo4_gGXyOIMkVPdi.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210523064555_photo4_gGXyOIMkVPdi.jpg,","역전회관 마포점","바싹불고기(400g)/산낙지구이/산낙지초회/보쌈/삼합/낙지볶음/육회/해장국 -선지국/바싹불고기백반/낙지백반/낙지비빔밥/육회비빔밥/비빔밥/해장국 - 선지백반/육개장/수제 막걸리 (600ml)/","31,000원/45,000원/42,000원/33,000원/41,000원/31,000원/32,000원/13,000원/16,000원/16,000원/12,000원/13,000원/10,000원/10,000원/10,000원/10,000원/","격식있는, 점심식사, 저녁식사, 장애인편의시설, 발렛파킹","화,수,목,금","오전 11시 30분 - 오후 10시","서울특별시 마포구 염리동 173-21","02-703-0019","마포관광식당, 식사모임",0,0,0,0,0
56,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210625114450186_photo_ae8e9f9ecdc3.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210625114450186_photo_ae8e9f9ecdc3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210625114450541_photo_ae8e9f9ecdc3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210625114512833_menu_ae8e9f9ecdc3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210325044037_photo1_7a9b0701c533.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210325044037_photo2_7a9b0701c533.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210222171644_photo1_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210222171644_photo2_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210222171644_photo3_PueNis1ySK8Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210222171644_photo3_PueNis1ySK8Q.jpg,","하하","가지볶음/군만두/찐만두/새우볶음밥/","16,000원/7,000원/7,000원/7,000원/","서민적인, 저녁식사","월-금","오후 5시 - 오후 11시","서울특별시 마포구 도화동 4-39","02-706-0212","술모임",0,0,0,0,0
57,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210516102928925_photo_mubon5fECrp2.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210516102928925_photo_mubon5fECrp2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210516102929134_photo_mubon5fECrp2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210504111500817_photo_c845dff72267.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000426_photo1_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000426_photo3_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000426_photo4_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000426_photo5_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000427_menu1_fd5fed616158.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002000427_menu1_fd5fed616158.jpg,","마포원조최대포 본점","돼지갈비/소금구이/갈매기살/껍데기/염통/한우등심/","14,000원/15,000원/15,000원/9,000원/15,000원/33,000원/","서민적인, 점심식사, 저녁식사, 주차","매일","오전 11시 - 오후 11시","서울특별시 마포구 공덕동 255-5","02-719-9292","마포관광식당, 술모임",0,0,0,0,0
23,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210405064126_photo1_mm1F5kOrpCVI.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210405064126_photo1_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405064126_photo2_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405064126_photo3_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405064126_photo4_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405064128_menu1_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210405064128_menu2_mm1F5kOrpCVI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921102849454_photo_bd96390afea4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921102849085_photo_bd96390afea4.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200921102849085_photo_bd96390afea4.jpg,","아이엠어버거","아이엠 어 버거(140g)/어니언 쉬림프 버거/헤이가이즈버거/프렌치프라이/바닐라쉐이크/아이엠어버거(200g)/루꼴라 모짜렐라 치즈 버거/스파이시 아보카도 버거/더블 아메리칸 치즈 버거(140g)/더블 아메리칸 치즈 버거(200g)/체다 치즈 버거(140g)/체다 치즈 버거(200g)/골든 파인애플 버거(140g)/골든 파인애플 버거(200g)/맥키코 칠리 버거(140g)/맥키코 칠리 버거(200g)/머쉬룸 치즈 버거(140g)/머쉬룸 치즈 버거(200g)/케이준 프렌치 프라이/치즈 프라이/칠리 치즈 프라이/고구마 프라이&사워크림/오레오 쉐이크/딸기 쉐이크/탄산음료/어니언링&타르타르소스/콘&코우슬로/","9,800원/10,300원/12,800원/3,500원/5,800원/11,800원/7,500원/8,800원/8,800원/10,800원/8,800원/10,800원/9,800원/11,900원/10,800원/12,900원/9,800원/11,900원/3,500원/4,900원/6,500원/6,500원/6,500원/6,500원/2,500원/4,500원/2,800원/","캐주얼한, 점심식사, 저녁식사, 지역화폐, 배달","매일","오전 11시 30분 - 오후 9시 30분 (Last Order 21:00)","서울특별시 마포구 창전동 5-78","02-338-8507","수요미식회, 데이트",0,0,0,0,0
24,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210602064218_photo1_5d4fba87d2df.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210602064218_photo1_5d4fba87d2df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210602064218_photo2_5d4fba87d2df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309123808070_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309123808536_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309123809010_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309123919719_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210309123920167_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227101519_photo1_0w9x45O7tQVO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227101519_photo1_0w9x45O7tQVO.jpg,","바다회사랑 연남본점","광어(소)/광어(중)/광어(대)/우럭(중)/우럭(대)/광어+우럭(중)/광어+우럭(대)/참돔(소)/참돔 (중)/참돔 (대)/모듬회 (소)/모듬회 중/모듬회 (대)/농어 (소)/농어 (중)/농어 (대)/꽃멍게/비단멍게/돌명게/","33,000원/45,000원/55,000원/40,000원/55,000원/45,000원/55,000원/50,000원/70,000원/85,000원/50,000원/60,000원/70,000원/50,000원/60,000원/70,000원/20,000원/25,000원/30,000원/","시끌벅적한, 저녁식사, 배달","월-금,토","오후 2시 30분 - 오후 11시 30분","서울특별시 마포구 연남동 566-8","02-338-0872","식신로드, 술모임",0,0,0,0,0
25,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210927065044510_photo_409e414d5701.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210927065044510_photo_409e414d5701.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210927064929868_photo_409e414d5701.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210722095129255_photo_6f54c0069aef.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210722095144138_photo_6f54c0069aef.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210722095201252_menu_6f54c0069aef.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210406052932_photo1_b69042a34009.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210406052932_photo2_b69042a34009.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200814104304_photo1_f3e614b8acbb.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200814104304_photo1_f3e614b8acbb.jpg,","감성타코","감성 그릴드 파히타/까르니따스치츠타코/숏립타코/자메이카저크치킨타코/트리플미트파히타/치킨콤보파히타/치폴레크림쉬림프브리또/베르데숏립퀘사디아/쉬림프 콤보 파히타/","38,000원/9,000원/11,800원/9,000원/41,800원/31,000원/14,000원/14,000원/33,000원/","이국적/이색적, 점심식사, 저녁식사","월-금","오전 11시 30분 - 오후 10시 (브레이크타임 16~17)","서울특별시 마포구 서교동 358-121","02-337-8883","데이트",0,0,0,0,0
